题目1: (82.0-81.0)×20.0=
题目847: 57.0+48.0×62.0+97.0=
题目848: 1.0×7.0÷90.0=
题目849: 19.0×32.0+17.0=
题目850: 81.0+35.0=
题目851: 7.0+64.0=
题目852: 31.0+82.0×22.0+69.0=
题目853: 60.0×90.0+5.0=
题目854: 34.0+47.0=
题目855: 35.0÷4.0=
题目856: 92.0+28.0=
题目857: 17.0×30.0=
题目858: 3.0×77.0=
题目859: 95.0×62.0=
题目860: 69.0+91.0-64.0=
题目861: 42.0-41.0+45.0=
题目862: 64.0+26.0+88.0=
题目863: 82.0÷20.0+15.0=
题目864: 56.0+80.0=
题目865: 46.0×34.0+24.0=
题目866: 61.0-15.0+21.0=
题目867: 9.0×39.0=
题目868: 48.0×29.0+6.0=
题目869: 53.0÷53.0÷40.0=
题目870: 96.0×73.0=
题目871: 46.0×11.0=
题目872: 7.0+82.0×74.0=
题目873: 99.0÷62.0=
题目874: (67.0-40.0)÷4.0=
题目875: 63.0+95.0=
题目876: 83.0-28.0=
题目877: 68.0+65.0=
题目878: 24.0+52.0=
题目879: 93.0-42.0=
题目880: 56.0×9.0+82.0=
题目881: 34.0+40.0+92.0=
题目882: 37.0-34.0=
题目883: 80.0×79.0×7.0=
题目884: 42.0+30.0+26.0=
题目885: 100.0×17.0÷95.0=
题目886: 89.0+61.0=
题目887: 28.0+14.0÷6.0-2.0=
题目888: 29.0+75.0-67.0=
题目889: 26.0×94.0=
题目890: 24.0+88.0×75.0=
题目891: 50.0+62.0-18.0=
题目892: 2.0+50.0-10.0=
题目893: 28.0×79.0=
题目894: 69.0×40.0=
题目895: 57.0÷26.0×55.0=
题目896: 79.0÷88.0=
题目897: (74.0-36.0)×58.0=
题目898: 71.0×88.0=
题目899: 23.0×99.0=
题目900: 88.0+73.0=
题目901: 76.0+21.0+52.0+15.0=
题目902: 95.0+3.0=
题目903: 26.0+88.0÷49.0=
题目904: 48.0×73.0=
题目905: 30.0×92.0×62.0=
题目906: 57.0÷65.0=
题目907: 86.0-16.0+20.0=
题目908: 24.0×46.0+67.0=
题目909: 93.0×35.0=
题目910: 37.0×79.0=
题目911: 43.0÷17.0÷38.0=
题目912: 94.0+6.0=
题目913: 58.0×51.0=
题目914: 99.0+97.0=
题目915: 54.0+35.0=
题目916: 91.0-9.0+37.0=
题目917: 3.0÷98.0+83.0=
题目918: 28.0+42.0=
题目919: 92.0÷76.0=
题目920: 23.0+76.0+68.0=
题目921: 10.0÷17.0÷51.0=
题目922: 50.0×57.0=
题目923: 36.0÷12.0=
题目924: 30.0×79.0=
题目925: 93.0-49.0=
题目926: 59.0+6.0×19.0+83.0=
题目927: 70.0×63.0+1.0=
题目928: 20.0÷98.0+82.0=
题目929: 47.0÷6.0+54.0=
题目930: 75.0÷5.0=
题目931: 15.0+5.0=
题目932: 49.0×65.0=
题目933: 41.0+7.0+73.0=
题目934: 22.0+96.0=
题目935: 60.0+66.0=
题目936: 60.0+61.0=
题目937: 19.0-8.0=
题目938: (85.0-27.0)÷57.0=
题目939: 32.0÷77.0=
题目940: 29.0+39.0-44.0=
题目941: 42.0×31.0=
题目942: 90.0÷96.0=
题目943: 51.0÷50.0+72.0=
题目944: 85.0÷75.0×32.0=
题目945: 62.0-12.0=
题目946: 35.0-24.0=
题目947: 96.0÷87.0×4.0=
题目948: 82.0÷89.0=
题目949: (95.0-24.0)÷19.0=
题目950: 98.0×22.0×50.0=
题目951: (75.0-44.0)×41.0=
题目952: 97.0-34.0=
题目953: 66.0×76.0=
题目954: 5.0+16.0×27.0=
题目955: 68.0-99.0+36.0=
题目956: 74.0×65.0+85.0=
题目957: 60.0÷94.0=
题目958: 86.0÷87.0×36.0=
题目959: 17.0×63.0=
题目960: 7.0×37.0×23.0=
题目961: 38.0÷46.0÷92.0=
题目962: 67.0÷69.0=
题目963: 3.0÷98.0×82.0=
题目964: 40.0+93.0÷74.0=
题目965: 96.0×34.0=
题目966: 83.0-81.0+9.0=
题目967: 98.0+55.0-60.0+33.0=
题目968: 22.0÷66.0×51.0=
题目969: 83.0+9.0×59.0=
题目970: 41.0+68.0+63.0+41.0=
题目971: 26.0-12.0=
题目972: 14.0×61.0=
题目973: 48.0+41.0÷18.0×95.0=
题目974: 56.0÷69.0=
题目975: 47.0-16.0+80.0=
题目976: 61.0÷24.0=
题目977: 67.0+7.0=
题目978: 90.0÷35.0=
题目979: 66.0×82.0÷71.0=
题目980: 80.0÷29.0×17.0=
题目981: 20.0÷74.0+45.0=
题目982: 20.0×11.0=
题目983: 95.0×34.0÷92.0=
题目984: 19.0+60.0=
题目985: 68.0×19.0×5.0=
题目986: 14.0+46.0=
题目987: 94.0×13.0÷5.0=
题目988: 17.0-6.0=
题目989: 29.0+35.0=
题目990: 19.0×28.0÷24.0=
题目991: 81.0÷76.0×39.0=
题目992: 24.0×23.0=
题目993: 22.0+94.0÷40.0=
题目994: 98.0+68.0=
题目995: 70.0×82.0+65.0=
题目996: 61.0×78.0+50.0=
题目997: 41.0×49.0=
题目998: 72.0×86.0+49.0=
题目999: 87.0-39.0-2.0=
题目1000: 72.0÷58.0=
题目1001: 62.0-18.0=
题目1002: 6.0÷37.0=
题目1003: (29.0-24.0)×85.0=
题目1004: 80.0-57.0+74.0=
题目1005: (98.0-23.0)÷21.0=
题目1006: 87.0÷29.0+98.0=
题目1007: (90.0-27.0)÷78.0=
题目1008: 49.0+40.0=
题目1009: 1.0+23.0=
题目1010: 67.0÷32.0=
题目1011: 47.0+79.0-95.0=
题目1012: 51.0×6.0+10.0=
题目1013: 4.0+98.0+84.0=
题目1014: 34.0+26.0=
题目1015: 31.0×94.0+67.0=
题目1016: 82.0÷4.0=
题目1017: 19.0×76.0=
题目1018: 7.0÷40.0+19.0=
题目1019: 86.0-72.0=
题目1020: 15.0+91.0×33.0=
题目1021: 8.0×58.0=
题目1022: 57.0×20.0+9.0=
题目1023: 31.0-22.0=
题目1024: 96.0-49.0=
题目1025: 66.0×7.0=
题目1026: 98.0+98.0=
题目1027: 80.0+60.0×48.0=
题目1028: 56.0×32.0×34.0=
题目1029: 39.0÷88.0=
题目1030: 42.0÷87.0=
题目1031: 5.0÷51.0×28.0=
题目1032: 6.0+78.0-92.0+89.0=
题目1033: 42.0+81.0×66.0=
题目1034: (21.0-2.0)÷58.0=
题目1035: (76.0-54.0)÷93.0=
题目1036: 43.0+69.0+94.0=
题目1037: 62.0×12.0=
题目1038: 97.0×90.0=
题目1039: 7.0×15.0=
题目1040: 8.0÷21.0=
题目1041: 4.0+61.0=
题目1042: (97.0-71.0)×59.0=
题目1043: 10.0+76.0=
题目1044: 76.0×60.0=
题目1045: 40.0÷85.0+20.0=
题目1046: 53.0×40.0=
题目1047: 87.0-2.0=
题目1048: 72.0×82.0=
题目1049: 35.0-4.0=
题目1050: 88.0+68.0÷14.0=
题目1051: 31.0+74.0-1.0=
题目1052: 2.0÷79.0=
题目1053: 57.0+67.0×89.0=
题目1054: 67.0+69.0-84.0=
题目1055: 3.0+33.0×54.0=
题目1056: 28.0÷74.0=
题目1057: (38.0-1.0)÷61.0=
题目1058: 78.0+92.0×70.0=
题目1059: (59.0-11.0)×96.0=
题目1060: 66.0÷55.0=
题目1061: 93.0-55.0=
题目1062: 18.0+88.0÷60.0+4.0=
题目1063: 81.0-5.0=
题目1064: 61.0+55.0=
题目1065: 21.0÷19.0=
题目1066: 71.0×34.0+73.0=
题目1067: 96.0+86.0-93.0=
题目1068: 39.0-36.0=
题目1069: 64.0÷76.0=
题目1070: 99.0×27.0=
题目1071: 29.0÷7.0÷9.0=
题目1072: (30.0-2.0)÷97.0=
题目1073: 12.0÷98.0=
题目1074: 89.0-49.0+46.0=
题目1075: 17.0-7.0=
题目1076: (23.0-9.0)×56.0=
题目1077: 29.0+42.0=
题目1078: 48.0-48.0=
题目1079: 89.0×87.0=
题目1080: 85.0×71.0=
题目1081: 77.0×67.0=
题目1082: 70.0+21.0÷41.0×44.0=
题目1083: 33.0+7.0÷33.0=
题目1084: 70.0÷97.0=
题目1085: 95.0+79.0÷65.0-31.0=
题目1086: 90.0-22.0+88.0=
题目1087: 54.0+70.0=
题目1088: 42.0×61.0=
题目1089: 1.0÷27.0=
题目1090: 67.0÷66.0=
题目1091: 3.0+54.0×54.0=
题目1092: 54.0×98.0=
题目1093: 84.0÷36.0=
题目1094: 58.0-19.0=
题目1095: 61.0+74.0=
题目1096: 79.0-64.0=
题目1097: 91.0-16.0-52.0=
题目1098: 23.0÷100.0×58.0=
题目1099: 75.0×68.0=
题目1100: 40.0+59.0÷26.0=
题目1101: 35.0×2.0÷99.0=
题目1102: 100.0+49.0+46.0=
题目1103: 19.0÷82.0×8.0=
题目1104: 77.0÷37.0+30.0=
题目1105: 74.0×96.0÷29.0=
题目1106: 86.0×54.0+95.0=
题目1107: 90.0+54.0=
题目1108: (83.0-15.0)÷86.0=
题目1109: 71.0-43.0=
题目1110: 76.0-1.0-7.0=
题目1111: (79.0-56.0)÷50.0=
题目1112: 44.0-35.0=
题目1113: 43.0×58.0÷83.0=
题目1114: 22.0+44.0×77.0=
题目1115: 65.0×94.0=
题目1116: (28.0-10.0)÷10.0=
题目1117: 77.0+7.0=
题目1118: 85.0-41.0=
题目1119: 20.0÷36.0=
题目1120: 66.0-24.0=
题目1121: 31.0-26.0+99.0=
题目1122: 47.0÷75.0=
题目1123: 91.0-21.0=
题目1124: 23.0×90.0=
题目1125: 58.0-31.0=
题目1126: 38.0×87.0+99.0=
题目1127: 13.0+24.0÷37.0=
题目1128: 86.0+8.0=
题目1129: 87.0×32.0=
题目1130: 17.0÷68.0+72.0=
题目1131: 20.0+13.0×15.0=
题目1132: 48.0+39.0÷25.0×51.0=
题目1133: (89.0-29.0)÷60.0=
题目1134: 73.0+21.0=
题目1135: 72.0÷65.0=
题目1136: (51.0-19.0)÷29.0=
题目1137: 92.0÷42.0=
题目1138: 48.0×79.0+15.0=
题目1139: 69.0÷84.0×86.0=
题目1140: (76.0-60.0)×74.0=
题目1141: 72.0×54.0=
题目1142: 83.0÷14.0×45.0=
题目1143: 34.0÷94.0=
题目1144: 46.0+14.0=
题目1145: 22.0×92.0÷22.0=
题目1146: 91.0+8.0-50.0=
题目1147: 81.0-46.0=
题目1148: 20.0+22.0+72.0=
题目1149: 86.0-84.0=
题目1150: 53.0-34.0=
题目1151: 20.0×60.0=
题目1152: 28.0×4.0=
题目1153: 66.0-11.0=
题目1154: 63.0-35.0=
题目1155: 51.0+52.0+76.0=
题目1156: 12.0÷95.0÷4.0=
题目1157: 83.0×100.0=
题目1158: 31.0+17.0÷83.0-1.0=
题目1159: 18.0×38.0+54.0=
题目1160: 61.0×54.0×68.0=
题目1161: 88.0÷28.0÷94.0=
题目1162: (5.0-3.0)×46.0=
题目1163: 10.0+38.0=
题目1164: 70.0×61.0=
题目1165: 23.0÷7.0=
题目1166: 52.0÷95.0=
题目1167: 66.0÷90.0×22.0=
题目1168: 28.0+40.0÷39.0=
题目1169: 90.0÷9.0=
题目1170: 87.0×40.0=
题目1171: 75.0-6.0=
题目1172: 24.0×41.0=
题目1173: 46.0×100.0+8.0=
题目1174: 95.0+34.0=
题目1175: 52.0-63.0+73.0=
题目1176: 25.0×42.0=
题目1177: 87.0-10.0=
题目1178: 56.0-74.0+77.0=
题目1179: 97.0+44.0=
题目1180: 29.0×48.0×97.0=
题目1181: 42.0÷91.0+13.0=
题目1182: 15.0÷2.0+47.0=
题目1183: 96.0+33.0=
题目1184: 85.0×80.0=
题目1185: 5.0×92.0×2.0=
题目1186: 56.0×78.0=
题目1187: 81.0+51.0=
题目1188: 83.0×37.0×64.0=
题目1189: 99.0+52.0×61.0+83.0=
题目1190: 38.0÷76.0×47.0=
题目1191: 40.0+66.0=
题目1192: 100.0+92.0×99.0=
题目1193: 18.0×72.0+32.0=
题目1194: 83.0×54.0=
题目1195: 11.0+84.0=
题目1196: 40.0×44.0=
题目1197: 30.0+30.0-7.0=
题目1198: 64.0÷46.0÷100.0=
题目1199: 95.0-29.0=
题目1200: 30.0+39.0÷61.0=
题目1201: 39.0×81.0×5.0=
题目1202: 100.0×35.0+56.0=
题目1203: 4.0+75.0×11.0=
题目1204: 75.0+12.0÷90.0=
题目1205: 89.0+89.0÷75.0+62.0=
题目1206: 79.0×2.0=
题目1207: 83.0-38.0+18.0=
题目1208: 96.0×72.0×27.0=
题目1209: 20.0+7.0-11.0=
题目1210: 29.0×36.0=
题目1211: 65.0×72.0=
题目1212: 83.0÷62.0=
题目1213: 69.0-36.0=
题目1214: (73.0-29.0)÷32.0=
题目1215: 91.0-51.0=
题目1216: 85.0-26.0=
题目1217: 63.0-12.0=
题目1218: 91.0×17.0=
题目1219: 14.0×24.0×69.0=
题目1220: 62.0×11.0=
题目1221: 2.0÷93.0+78.0=
题目1222: 28.0+21.0×56.0=
题目1223: 56.0+47.0=
题目1224: 79.0-25.0=
题目1225: 9.0×85.0=
题目1226: 89.0÷89.0=
题目1227: 58.0-38.0+5.0=
题目1228: 71.0×11.0=
题目1229: 68.0÷24.0=
题目1230: 37.0×12.0+49.0=
题目1231: 29.0+55.0÷31.0=
题目1232: 36.0×85.0+100.0=
题目1233: 60.0+67.0=
题目1234: 38.0×16.0=
题目1235: 12.0×27.0=
题目1236: 7.0+67.0-40.0=
题目1237: 26.0×16.0+5.0=
题目1238: 53.0×36.0=
题目1239: 78.0+55.0-90.0+88.0=
题目1240: (91.0-2.0)÷87.0=
题目1241: 46.0+8.0=
题目1242: 72.0×8.0=
题目1243: 36.0+96.0=
题目1244: 25.0×57.0+99.0=
题目1245: (74.0-11.0)÷95.0=
题目1246: 59.0-38.0=
题目1247: 42.0÷71.0×56.0=
题目1248: 88.0+51.0+3.0=
题目1249: 97.0-78.0+10.0=
题目1250: (89.0-42.0)÷49.0=
题目1251: 97.0×68.0÷2.0=
题目1252: 93.0÷73.0=
题目1253: 100.0-36.0=
题目1254: 98.0×28.0+72.0=
题目1255: 98.0+44.0-65.0=
题目1256: 1.0×97.0×56.0=
题目1257: 9.0×52.0÷16.0=
题目1258: 10.0×83.0+85.0=
题目1259: 72.0×64.0×86.0=
题目1260: 65.0+61.0=
题目1261: 38.0+76.0=
题目1262: 61.0÷29.0÷68.0=
题目1263: 90.0+49.0=
题目1264: 69.0÷100.0=
题目1265: 37.0+33.0×97.0=
题目1266: 48.0÷66.0=
题目1267: 68.0÷78.0×47.0=
题目1268: 24.0×21.0=
题目1269: 61.0×82.0=
题目1270: 11.0×16.0+11.0=
题目1271: 6.0+51.0=
题目1272: 55.0÷53.0×55.0=
题目1273: 73.0+58.0+11.0=
题目1274: 69.0+43.0=
题目1275: 63.0×9.0+11.0=
题目1276: 95.0-44.0=
题目1277: 69.0-55.0=
题目1278: 19.0×78.0=
题目1279: 44.0+73.0-12.0=
题目1280: 84.0×54.0×60.0=
题目1281: 94.0×97.0×84.0=
题目1282: 36.0×7.0÷60.0=
题目1283: 77.0-69.0=
题目1284: 96.0×44.0×9.0=
题目1285: 96.0×81.0+28.0=
题目1286: 77.0+21.0×34.0=
题目1287: (56.0-25.0)×10.0=
题目1288: 21.0÷22.0=
题目1289: 96.0×100.0=
题目1290: 15.0÷27.0×75.0=
题目1291: 32.0÷87.0=
题目1292: 64.0÷15.0=
题目1293: 72.0+47.0×45.0+10.0=
题目1294: 41.0÷48.0=
题目1295: 35.0×68.0×82.0=
题目1296: 93.0÷36.0=
题目1297: 82.0×19.0=
题目1298: 55.0-50.0=
题目1299: 34.0÷4.0×46.0=
题目1300: 67.0+33.0=
题目1301: 27.0+73.0=
题目1302: 31.0×21.0÷63.0=
题目1303: 58.0-21.0=
题目1304: 40.0÷98.0=
题目1305: 92.0-28.0=
题目1306: 78.0+98.0=
题目1307: 85.0-59.0=
题目1308: 18.0+48.0=
题目1309: 35.0×11.0=
题目1310: 60.0+6.0=
题目1311: 44.0×5.0=
题目1312: 22.0+95.0=
题目1313: 80.0+65.0=
题目1314: 88.0×61.0+21.0=
题目1315: 94.0+42.0=
题目1316: 29.0÷99.0=
题目1317: 90.0-100.0+28.0=
题目1318: 76.0-36.0=
题目1319: 28.0×77.0+94.0=
题目1320: 2.0+16.0÷25.0=
题目1321: 83.0-27.0=
题目1322: 85.0+32.0-48.0=
题目1323: 91.0÷92.0=
题目1324: 31.0+10.0÷34.0=
题目1325: (91.0-37.0)×71.0=
题目1326: 22.0×90.0+80.0=
题目1327: 86.0÷72.0=
题目1328: 24.0÷32.0=
题目1329: 52.0-2.0=
题目1330: 50.0×39.0=
题目1331: 61.0-77.0+47.0=
题目1332: 84.0÷36.0=
题目1333: 94.0+85.0=
题目1334: 14.0×10.0÷55.0=
题目1335: 45.0÷89.0+22.0=
题目1336: 89.0÷55.0=
题目1337: 78.0+27.0=
题目1338: 15.0÷21.0+45.0=
题目1339: 74.0÷32.0=
题目1340: (31.0-12.0)÷24.0=
题目1341: (68.0-1.0)×20.0=
题目1342: 51.0÷39.0=
题目1343: 77.0÷85.0÷50.0=
题目1344: 94.0-41.0-6.0=
题目1345: 77.0-37.0=
题目1346: 86.0×64.0=
题目1347: 54.0×26.0×86.0=
题目1348: 96.0+19.0-35.0=
题目1349: 19.0×58.0×81.0=
题目1350: 60.0÷38.0=
题目1351: 81.0×10.0=
题目1352: 66.0+14.0×18.0=
题目1353: 26.0×45.0=
题目1354: 54.0÷51.0=
题目1355: 65.0+100.0=
题目1356: 72.0÷80.0÷85.0=
题目1357: 9.0+97.0-28.0+82.0=
题目1358: 49.0÷100.0=
题目1359: 61.0-3.0+72.0=
题目1360: (88.0-21.0)÷60.0=
题目1361: 98.0×23.0+82.0=
题目1362: (70.0-12.0)÷74.0=
题目1363: 91.0×50.0+55.0=
题目1364: 13.0×31.0=
题目1365: 54.0÷92.0×99.0=
题目1366: 25.0÷54.0+85.0=
题目1367: 79.0×76.0×55.0=
题目1368: 44.0÷4.0=
题目1369: 66.0÷90.0+68.0=
题目1370: 57.0÷85.0=
题目1371: 44.0÷78.0×91.0=
题目1372: 24.0+45.0+6.0=
题目1373: 11.0×49.0+33.0=
题目1374: 80.0-26.0=
题目1375: 1.0+93.0=
题目1376: 69.0÷30.0=
题目1377: 45.0×90.0=
题目1378: 81.0×61.0+23.0=
题目1379: 93.0+75.0÷22.0-12.0=
题目1380: 38.0×45.0=
题目1381: 79.0+8.0÷50.0=
题目1382: 46.0÷87.0×73.0=
题目1383: 98.0-9.0=
题目1384: 95.0+39.0-33.0=
题目1385: 18.0×92.0+89.0=
题目1386: 82.0÷17.0=
题目1387: 58.0×79.0=
题目1388: 55.0+88.0=
题目1389: 11.0+44.0=
题目1390: 95.0÷76.0÷73.0=
题目1391: 8.0÷13.0=
题目1392: 16.0÷97.0=
题目1393: 44.0×81.0=
题目1394: 97.0+56.0=
题目1395: 87.0+3.0=
题目1396: 48.0÷75.0+64.0=
题目1397: 93.0+23.0=
题目1398: 88.0-47.0=
题目1399: 60.0×49.0=
题目1400: 64.0-90.0+57.0=
题目1401: 61.0+51.0=
题目1402: 70.0×11.0=
题目1403: 26.0-2.0=
题目1404: 24.0+12.0+30.0+73.0=
题目1405: 57.0-56.0=
题目1406: 14.0-19.0+68.0=
题目1407: (26.0-7.0)×53.0=
题目1408: 67.0×69.0=
题目1409: 39.0+10.0×88.0=
题目1410: 47.0×5.0=
题目1411: 10.0×62.0=
题目1412: 47.0+39.0÷5.0-50.0=
题目1413: 3.0+70.0+10.0=
题目1414: 34.0×86.0+46.0=
题目1415: 74.0×46.0+32.0=
题目1416: 85.0-19.0=
题目1417: 79.0+77.0=
题目1418: 17.0+61.0-73.0=
题目1419: 72.0×68.0×3.0=
题目1420: (35.0-13.0)×98.0=
题目1421: (80.0-19.0)×89.0=
题目1422: 98.0+48.0=
题目1423: 79.0-92.0+18.0=
题目1424: 71.0-46.0=
题目1425: 77.0+36.0=
题目1426: 20.0-18.0=
题目1427: 75.0×37.0=
题目1428: 60.0÷2.0=
题目1429: 30.0+35.0+62.0=
题目1430: 100.0+46.0=
题目1431: 2.0×16.0÷48.0=
题目1432: 89.0+14.0÷100.0+43.0=
题目1433: 23.0×17.0=
题目1434: 41.0-28.0=
题目1435: 15.0×72.0×31.0=
题目1436: 50.0+71.0=
题目1437: 74.0×44.0=
题目1438: 24.0+35.0=
题目1439: 63.0×100.0=
题目1440: 36.0×20.0×17.0=
题目1441: 41.0+43.0=
题目1442: 34.0+31.0-68.0+47.0=
题目1443: 44.0÷94.0÷93.0=
题目1444: 54.0÷54.0=
题目1445: 59.0+88.0+88.0+50.0=
题目1446: 75.0+21.0=
题目1447: 68.0÷80.0=
题目1448: 76.0+13.0+90.0=
题目1449: 55.0÷16.0=
题目1450: 82.0-57.0=
题目1451: 28.0×69.0+52.0=
题目1452: 71.0÷6.0+57.0=
题目1453: 43.0÷32.0+24.0=
题目1454: 60.0×61.0÷86.0=
题目1455: 95.0+93.0+87.0=
题目1456: 80.0÷14.0=
题目1457: 20.0+73.0+49.0+29.0=
题目1458: 21.0×3.0+9.0=
题目1459: 88.0-91.0+3.0=
题目1460: 52.0+29.0÷18.0-53.0=
题目1461: 88.0+81.0=
题目1462: 68.0+10.0+30.0=
题目1463: 63.0-37.0=
题目1464: 100.0÷17.0×15.0=
题目1465: 90.0-66.0=
题目1466: (58.0-44.0)÷73.0=
题目1467: 73.0+55.0÷31.0=
题目1468: 58.0÷73.0+31.0=
题目1469: 85.0÷17.0÷27.0=
题目1470: 29.0+48.0÷61.0=
题目1471: 59.0+12.0=
题目1472: 70.0÷3.0=
题目1473: 68.0×89.0=
题目1474: 81.0-99.0+35.0=
题目1475: 16.0+85.0÷98.0=
题目1476: 79.0×17.0×33.0=
题目1477: 49.0÷27.0×25.0=
题目1478: 19.0÷32.0÷76.0=
题目1479: 43.0+28.0-20.0=
题目1480: 80.0÷16.0=
题目1481: 95.0+57.0÷31.0=
题目1482: 4.0÷10.0×100.0=
题目1483: 53.0-53.0=
题目1484: 94.0+22.0=
题目1485: 100.0-41.0=
题目1486: 9.0×15.0=
题目1487: 5.0×77.0=
题目1488: 27.0×53.0=
题目1489: 79.0-34.0=
题目1490: 11.0+29.0=
题目1491: (72.0-7.0)÷63.0=
题目1492: 89.0-20.0=
题目1493: (49.0-44.0)×66.0=
题目1494: 51.0+78.0=
题目1495: 63.0+56.0=
题目1496: 18.0-10.0-3.0=
题目1497: 69.0÷29.0=
题目1498: 39.0÷65.0÷22.0=
题目1499: (44.0-6.0)÷70.0=
题目1500: 36.0×90.0=
题目1501: 71.0+48.0=
题目1502: 100.0+75.0÷77.0×26.0=
题目1503: 25.0+4.0+69.0+24.0=
题目1504: 2.0+40.0×62.0=
题目1505: 85.0÷67.0=
题目1506: 73.0+29.0=
题目1507: 91.0÷92.0=
题目1508: 73.0-3.0=
题目1509: 87.0+26.0=
题目1510: 71.0+28.0×96.0=
题目1511: 80.0-4.0+95.0=
题目1512: 78.0÷50.0=
题目1513: 43.0+12.0+8.0=
题目1514: 54.0+56.0-5.0=
题目1515: 42.0÷15.0=
题目1516: 35.0-34.0=
题目1517: 62.0÷23.0=
题目1518: 10.0-10.0=
题目1519: 95.0-5.0+69.0=
题目1520: 45.0×70.0=
题目1521: 53.0×76.0=
题目1522: 30.0-29.0=
题目1523: 12.0÷55.0+39.0=
题目1524: (100.0-3.0)×77.0=
题目1525: 36.0+40.0=
题目1526: 36.0×1.0=
题目1527: 79.0+14.0-90.0=
题目1528: 57.0×35.0+33.0=
题目1529: 95.0-68.0=
题目1530: 28.0+93.0=
题目1531: (50.0-18.0)×23.0=
题目1532: 5.0+31.0=
题目1533: (50.0-47.0)÷84.0=
题目1534: 49.0×86.0=
题目1535: 15.0÷54.0=
题目1536: 10.0÷61.0+75.0=
题目1537: 86.0÷56.0+86.0=
题目1538: 6.0-1.0=
题目1539: 83.0+4.0=
题目1540: 3.0÷49.0+56.0=
题目1541: 45.0+66.0=
题目1542: 80.0÷43.0+85.0=
题目1543: 11.0×47.0+78.0=
题目1544: 95.0×18.0+27.0=
题目1545: 86.0×24.0÷51.0=
题目1546: 81.0×7.0÷95.0=
题目1547: 96.0+82.0÷72.0-96.0=
题目1548: 6.0+72.0=
题目1549: 58.0-9.0+84.0=
题目1550: 17.0+15.0=
题目1551: 13.0+50.0×69.0=
题目1552: 24.0×89.0=
题目1553: 13.0+85.0+23.0=
题目1554: 47.0-19.0=
题目1555: 32.0×33.0+38.0=
题目1556: (51.0-3.0)÷44.0=
题目1557: 20.0+28.0=
题目1558: 65.0-22.0=
题目1559: 85.0-34.0=
题目1560: 48.0×13.0=
题目1561: 91.0÷57.0=
题目1562: 3.0×67.0+21.0=
题目1563: 88.0-45.0=
题目1564: 11.0×68.0÷29.0=
题目1565: 62.0×33.0=
题目1566: 97.0×58.0×33.0=
题目1567: 72.0+79.0-85.0=
题目1568: 97.0×73.0=
题目1569: 69.0-39.0=
题目1570: 14.0×79.0=
题目1571: 39.0÷21.0=
题目1572: 49.0+80.0=
题目1573: 12.0÷18.0=
题目1574: 91.0÷42.0÷95.0=
题目1575: 28.0+74.0÷20.0=
题目1576: 65.0×6.0=
题目1577: 19.0÷10.0×80.0=
题目1578: 72.0÷47.0÷41.0=
题目1579: 85.0÷19.0÷1.0=
题目1580: 39.0-37.0=
题目1581: (57.0-41.0)×35.0=
题目1582: 80.0×75.0+41.0=
题目1583: 19.0×88.0÷12.0=
题目1584: 3.0+74.0-8.0=
题目1585: 96.0÷58.0=
题目1586: 92.0÷21.0÷82.0=
题目1587: 62.0÷60.0=
题目1588: 23.0÷96.0=
题目1589: 62.0×42.0÷70.0=
题目1590: 28.0+65.0=
题目1591: 6.0÷39.0=
题目1592: 63.0÷26.0÷84.0=
题目1593: 41.0×78.0+12.0=
题目1594: 98.0+79.0=
题目1595: 55.0×34.0=
题目1596: 26.0÷22.0×39.0=
题目1597: 81.0+47.0×68.0=
题目1598: 12.0×74.0÷74.0=
题目1599: 7.0+51.0=
题目1600: 85.0+27.0-85.0=
题目1601: 28.0×16.0=
题目1602: 62.0+88.0×25.0=
题目1603: 48.0÷63.0=
题目1604: 39.0-28.0=
题目1605: 26.0÷53.0×13.0=
题目1606: 81.0×43.0=
题目1607: 31.0÷89.0=
题目1608: (55.0-41.0)÷21.0=
题目1609: 66.0+65.0×48.0=
题目1610: 82.0-13.0=
题目1611: 34.0×77.0+88.0=
题目1612: 45.0+79.0-90.0=
题目1613: 90.0+48.0-70.0=
题目1614: 72.0+73.0=
题目1615: 54.0-17.0+5.0=
题目1616: 76.0+92.0-82.0=
题目1617: 65.0×4.0=
题目1618: 81.0÷12.0÷12.0=
题目1619: 83.0+11.0=
题目1620: 18.0-4.0=
题目1621: 83.0×84.0=
题目1622: 30.0-21.0-2.0=
题目1623: 25.0+87.0÷100.0+72.0=
题目1624: 98.0+65.0×20.0=
题目1625: 4.0+32.0=
题目1626: 58.0×11.0+89.0=
题目1627: 50.0+63.0-96.0=
题目1628: 99.0+79.0+91.0+10.0=
题目1629: 39.0+55.0×65.0+41.0=
题目1630: 64.0×5.0+69.0=
题目1631: 15.0+82.0=
题目1632: 32.0÷37.0+44.0=
题目1633: 88.0×64.0=
题目1634: 60.0×3.0×4.0=
题目1635: 95.0×79.0÷61.0=
题目1636: 43.0-38.0=
题目1637: 43.0÷69.0=
题目1638: 98.0÷30.0=
题目1639: 21.0×64.0+24.0=
题目1640: 88.0×64.0=
题目1641: 84.0×35.0+2.0=
题目1642: 8.0+93.0=
题目1643: 83.0-43.0=
题目1644: 100.0-86.0=
题目1645: 29.0×99.0=
题目1646: (74.0-62.0)÷7.0=
题目1647: 30.0+40.0-56.0=
题目1648: 80.0+47.0=
题目1649: 81.0÷24.0=
题目1650: 49.0+91.0=
题目1651: 76.0-72.0+71.0=
题目1652: 1.0+22.0=
